666744753782788097;Globalnews;VIDÉO .   " Tous au bistrot "   :  Deux infirmiers nous racontent leur retour dans un café parisien après les attentat .  .  .  URL ;Tue Nov 17 23:28:31 CET 2015;france;2
666744753736691712;Actu Foot en direct;? # # Amical  :  Angleterre 2-0 France (fini) :  Dans un climat forcément spécial quatre jours après le .  .  .  URL ;Tue Nov 17 23:28:31 CET 2015;france;1
666744753120264194;KOC ENGIN AK;Nigeria .  Plus de 30 morts dans un attentat à Yola via @ Allez Facebook , au boulot URL URL ;Tue Nov 17 23:28:31 CET 2015;france;2
666744751463505921;Gilles Klein;Depuis le 8 octobre on a essayé  de neutraliser des Francais de Daech en Syrie dont certains seraient impliqués dans les attentats France 5 ;Tue Nov 17 23:28:30 CET 2015;france;1
666744751018741760;Paris2015;VIDÉO .   " Tous au bistrot "   :  Deux infirmiers nous racontent leur retour dans un café parisien après les attentats URL ;Tue Nov 17 23:28:30 CET 2015;france;2
666744750930702336;Ouest-France 50;Dans la Manche ,  ils font revivre les légendaires DS URL # ;Tue Nov 17 23:28:30 CET 2015;france;2
666744750918074368;Atlético News;Le coeur n'y était pas - Débrief et NOTES des joueurs (Angleterre 2-0 France) URL ;Tue Nov 17 23:28:30 CET 2015;france;0
666744750897172480;Actu Foot en direct;? # # Euro 2016  :  Ibra envoie la Suède en France  !  :  La Suède a validé son ticket pour l'Euro 2016 e .  .  .  URL ;Tue Nov 17 23:28:30 CET 2015;france;2
666744750892937216;Passion Sports;Le coeur n'y était pas - Débrief et NOTES des joueurs (Angleterre 2-0 France) :  Dans une atmosphère forcé .  .  .  URL # ;Tue Nov 17 23:28:30 CET 2015;france;0
666744749081030656;Eurodissidence;France  :  minute de silence perturbée dans les établissements scolaires aux cris d’ «… URL URL ;Tue Nov 17 23:28:30 CET 2015;france;1
666744741808226304;Canarticho ?;Ça fait aussi parti de la France nan  ?  Pourquoi y'a toujours un décalage comme ça à chaque fois  ?  ;Tue Nov 17 23:28:28 CET 2015;france;0
666744741577428992;Passion Sports;Amical  :  Angleterre 2-0 France (fini) :  Dans un climat forcément spécial quatre jours après les attentats .  .  .  URL # ;Tue Nov 17 23:28:28 CET 2015;france;1
666744738918174720;Passion Sports;Euro 2016  :  Ibra envoie la Suède en France  !  :  La Suède a validé son ticket pour l'Euro 2016 en France ap .  .  .  URL # ;Tue Nov 17 23:28:27 CET 2015;france;2
666744738221944832;Anarchiste de droite;France  :  minute de silence perturbée dans les établissements scolaires aux cris d’ «… URL URL ;Tue Nov 17 23:28:27 CET 2015;france;1
666744735395131392;FreroMedia;# 759 Les Meilleures Radios Francaises en ligne sont sur Radios France # France  :  URL Retweetez svp ;Tue Nov 17 23:28:27 CET 2015;france;1
666744733134422018;Frere Jack;Je rentres en France bientôt ,  certaines choses me manquent d'autres ne cassent les couilles rien que d'y penser .  ;Tue Nov 17 23:28:26 CET 2015;france;1
666744728109518848;Civilwarineurope;France  :  minute de silence perturbée dans les établissements scolaires aux cris d’ «… URL URL ;Tue Nov 17 23:28:25 CET 2015;france;1
666744727073644544;Chloé Borotra;Touchant de voir le Monde soutenir la France .  .  .  # ;Tue Nov 17 23:28:25 CET 2015;france;2
666744723441348608;Parisien;@ France -Autriche - Suède -Pays de Galles ? ;Tue Nov 17 23:28:24 CET 2015;france;1
666744718177476610;Phartonium;@ C CHO .  Pour une fois que le Nord l'emporte sur le reste de la France dans un domaine .  .  .   : ) URL ;Tue Nov 17 23:28:22 CET 2015;france;2
666744715132477440;highly luscious prod;99 00 01 A6 Transmission computer 4B0927156CE Quattro 0260002666 TCU URL URL ;Tue Nov 17 23:28:22 CET 2015;france;1
666744710497763328;Moi aussi;L'impact qu'ont eu ces attentats dans le monde ,  montre à quel point la France est respectée et admirée .  ;Tue Nov 17 23:28:21 CET 2015;france;2
666744709533036545;Azzdean;@ @ La france est marié avec le wahabistan terroriste URL pas les musulmans URL ;Tue Nov 17 23:28:20 CET 2015;france;0
666744709478350848;Presque-aventuriere;@ @ montrer que la France toute entière est debout et unie ,  meme la partie  " éloignée "  de la nation .  ;Tue Nov 17 23:28:20 CET 2015;france;2
666744708497080320;Emploi Évry;Et si DGF était votre prochain employeur ?  URL URL ;Tue Nov 17 23:28:20 CET 2015;france;1
666744705481367552;Jennifer Bluck;England & France pay Paris tribute URL ;Tue Nov 17 23:28:19 CET 2015;france;2
666744700087443458;MA Picardie;Abbeville (80) ,  FR 17/11/2015 23 : 00 -  vent fort rafales 78 km/h de l'ouest URL ;Tue Nov 17 23:28:18 CET 2015;france;1
666744699684847617;Vincenzo Termine;# # voit confortée sa ligne diplomatique et se replace au centre du jeu URL URL ;Tue Nov 17 23:28:18 CET 2015;france;1
666744697864482816;majestic reviews;Direct Ignition Coil AUTO 7 INC 023-0092 URL URL ;Tue Nov 17 23:28:18 CET 2015;france;1
666744696002056192;Footballekt;[MaxiFoot] Le coeur n'y était pas - Débrief et NOTES des joueurs (Angleterre 2-0 France) :  Dans une atmos .  .  .  URL # ;Tue Nov 17 23:28:17 CET 2015;france;0
666744695368884226;MA Picardie;Beauvais/Tille (60) ,  FR 17/11/2015 23 : 00 -  vent fort rafales 70 km/h de l'ouest URL ;Tue Nov 17 23:28:17 CET 2015;france;1
666744694907404288;Footballekt;[MaxiFoot] Amical  :  Angleterre 2-0 France (fini) :  Dans un climat forcément spécial quatre jours après le .  .  .  URL # ;Tue Nov 17 23:28:17 CET 2015;france;1
666744692877295617;Footballekt;[MaxiFoot] Euro 2016  :  Ibra envoie la Suède en France  !  :  La Suède a validé son ticket pour l'Euro 2016 e .  .  .  URL # ;Tue Nov 17 23:28:16 CET 2015;france;2
666744691157782528;MA Picardie;St Quentin/Roupy (02) ,  FR 17/11/2015 23 : 00 -  vent fort rafales 72 km/h de l'ouest URL ;Tue Nov 17 23:28:16 CET 2015;france;1
666744685852012545;Steffy_2a;@ @ @ oui l autre jour j'ai revu en replay France 0 les épisodes sur le vol de nains de jardin j'étais ? ;Tue Nov 17 23:28:15 CET 2015;france;0
666744685143179269;Wilhelm Margueron;Comment XX% des sondés peuvent être pour laisser des terroristes supposés en liberté du moment qu'ils sont pas en France .  Faut être débile  !  ;Tue Nov 17 23:28:15 CET 2015;france;0
666744681590562817;Christophe CHAMPIN;# point très complet sur l'enquête sur @  :  URL # ;Tue Nov 17 23:28:14 CET 2015;france;1
666744679229235200;Paule Bolduc;Des entreprises québécoises annulent leur mission en France  URL ;Tue Nov 17 23:28:13 CET 2015;france;0
666744675974385664;Parisian Lord;@ @ Et la France devant l'Arabie Saoudite ,  normale .  .  .  ;Tue Nov 17 23:28:12 CET 2015;france;1
666744667745198080;MA Haute-Normandie;Le Havre/Octeville (76) ,  FR 17/11/2015 23 : 00 -  vent fort rafales 65 km/h du sud-ouest URL ;Tue Nov 17 23:28:10 CET 2015;france;1
666744666558210049;MA Haute-Normandie;Dieppe (76) ,  FR 17/11/2015 23 : 00 -  vent violent rafales 81 km/h de l'ouest URL ;Tue Nov 17 23:28:10 CET 2015;france;1
666744665102802944;MA Haute-Normandie;Le Havre/Cap de la Hève (76) ,  FR 17/11/2015 23 : 00 -  vent fort rafales 78 km/h de l'ouest URL ;Tue Nov 17 23:28:10 CET 2015;france;1
666744660862361600;champion david;Vive la FRANCE Liberté Égalité Fraternité ;Tue Nov 17 23:28:09 CET 2015;france;2
666744660019253250;©;Jviens de voir la marseillaise de France - Angleterre j'ai les frissons ;Tue Nov 17 23:28:09 CET 2015;france;2
666744659713073152;Visite La France;Le savez-vous  :  quel est le plus petit département de France  ?  URL # ;Tue Nov 17 23:28:09 CET 2015;france;2
666744657750151168;Schtroumpf Grognon ?;Je tiens ma journalope du jour  :   " C’est gentil ,  mais ne vous sentez pas obligé de prier pour Paris "  URL ;Tue Nov 17 23:28:08 CET 2015;france;0
666744653119692800;MA Basse-Normandie;Cherbourg/Maupertus (50) ,  FR 17/11/2015 23 : 00 -  vent fort rafales 72 km/h de l'ouest URL ;Tue Nov 17 23:28:07 CET 2015;france;1
666744651987197952;FreroMedia;750 # # # # # Retrouvez Cyril H et Camille C sur Radios France FreroMedia URL ;Tue Nov 17 23:28:07 CET 2015;france;1
666744646983380992;MA Basse-Normandie;Caen/Carpiquet (14) ,  FR 17/11/2015 23 : 00 -  vent fort rafales 63 km/h de l'ouest URL ;Tue Nov 17 23:28:06 CET 2015;france;1
666744640658391046;MA Nord-Pas-d-Calais;Le Touquet/Paris Plage (62) ,  FR 17/11/2015 23 : 00 -  vent violent rafales 83 km/h de l'ouest URL ;Tue Nov 17 23:28:04 CET 2015;france;1
666744640566132737;Le Blogueur Libre ?;@ Ca se vante d'être démocrate mais ça te bloque plutôt que de te répondre .  Pauvre # Pathétique le  " mec "  .  ;Tue Nov 17 23:28:04 CET 2015;france;0
666744639664300032;MA Nord-Pas-d-Calais;Boulogne (62) ,  FR 17/11/2015 23 : 00 -  tempête rafales 115 km/h de l'ouest URL ;Tue Nov 17 23:28:04 CET 2015;france;1
666744638821240833;Lcr';@ C'est quand même passé dans tout les médias Français (journal de TF1 ,  France 2 .  .  . ) après oui il n'y pas eu de minute de silence ;Tue Nov 17 23:28:04 CET 2015;france;1
666744638372319232;Sociologa;Pour savoir plus sur les actions des terroristes ISIS en # Lisez @ URL ;Tue Nov 17 23:28:03 CET 2015;france;2
666744637504270336;Bonplan;Lit évolutif pour chambre bé .  .  .  URL # # # URL URL ;Tue Nov 17 23:28:03 CET 2015;france;1
666744637344890880;20 Minutes;Attentats :  les Français trouvent que Hollande a été à la hauteur et approuvent sa riposte URL URL ;Tue Nov 17 23:28:03 CET 2015;france;2
666744634002022400;MA Nord-Pas-d-Calais;Dunkerque (59) ,  FR 17/11/2015 23 : 00 -  tempête rafales 109 km/h de l'ouest URL ;Tue Nov 17 23:28:02 CET 2015;france;1
